Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
2366093,"""Ich gebe Ihnen mein Ehrenwort!""",Roger Willemsen,"Willemsen, Roger","Dieter Hildebrandt, Traudl Bünger","=""3100301404""","=""9783100301406""",4,3.67,S. Fischer,Hardcover,217,2007,2007,2017/04/06,2016/02/09,"2017, audiobook","2017 (#18), audiobook (#35)",read,,,,1,,,0,,,,,
10154236,"Wer bin ich, wenn ich online bin...: Und was macht mein Gehirn solange?   Wie das Internet unser Denken verändert",Nicholas Carr,"Carr, Nicholas",Henning Dedekind,"=""3896674285""","=""9783896674289""",0,3.89,,Hardcover,384,2010,2010,,2017/04/05,to-read,to-read (#237),to-read,,,,0,,,0,,,,,
11457882,Die Schimauski-Methode,Walter Moers,"Moers, Walter","Ilona Schulz, Robert Missler","=""3939375829""","=""9783939375821""",3,3.45,Hoercompany,Audiobook,,2010,1987,2017/04/03,2017/04/02,"2017, audiobook","2017 (#16), audiobook (#34)",read,kleine nette Geschichte,,,1,,,0,,,,,
1330086,Aus dem Leben eines Taugenichts,Joseph von Eichendorff,"Eichendorff, Joseph von",Konrad Nussbächer,"=""3150023548""","=""9783150023549""",1,3.35,Philipp Reclam jun.,Paperback,112,1986,1826,2017/03/31,2017/03/19,"2017, book","2017 (#14), book (#138)",read,"Mein erster Klassiker und von der Sprache wohl noch recht human, aber eher eine Qual als ein Vergnügen. Kann alle Schüler verstehen, die soetwas lesen müssen. Da wäre es ratsamer was aktuelles in den Schulen zur Verfügung stellen",,,1,,,0,,,,,
33825959,Der kleine Prinz,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Romy Straßenburg,"=""""","=""""",3,4.31,BUCHFUNK Verlag,Kindle Edition,105,2017,1943,2017/02/09,2017/02/05,"2017, book","2017 (#4), book (#22)",read,Schöne kleine Geschichte für Klein und Groß über Freundschaft,,,1,,,0,,,,,
1821280,"Bildung. Alles, was man wissen muß",Dietrich Schwanitz,"Schwanitz, Dietrich",,"=""3442151473""","=""9783442151479""",0,3.83,Goldmann,Paperback,697,2002,1999,,2017/03/25,to-read,to-read (#236),to-read,,,,0,,,0,,,,,
63403,Der Baader Meinhof Komplex,Stefan Aust,"Aust, Stefan",,"=""3442129532""","=""9783442129539""",0,4.09,Wilhelm Goldmann Verlag,Paperback,660,1998,1985,,2017/03/25,to-read,to-read (#234),to-read,,,,0,,,0,,,,,
32318760,Ich hasse dieses Internet,Jarett Kobek,"Kobek, Jarett",,"=""""","=""9783103972603""",0,3.60,Fischer,Hardcover,368,2016,2016,,2017/03/22,to-read,to-read (#233),to-read,,,,0,,,0,,,,,
31944116,Schlagfertigkeitsqueen: In jeder Situation wortgewandt und majestätisch reagieren,Nicole Staudinger,"Staudinger, Nicole",,"=""""","=""""",4,3.71,Eden Books,Kindle Edition,241,2016,,2017/03/22,2017/03/20,"2017, audiobook","2017 (#15), audiobook (#33)",read,"Überraschend gut auch als Mann. Vielleicht nicht viel neue Techniken, aber super unterhaltsam und die Antworten waren sehr hilfreich. Idealer Geschenktipp für einige Mädels im Bekanntenkreis",,,1,,,0,,,,,
192195,Der Mann ohne Eigenschaften I: Erstes und zweites Buch,Robert Musil,"Musil, Robert",Adolf Frisé,"=""3499134624""","=""9783499134623""",0,4.15,Rowohlt,Paperback,1040,1994,1930,,2012/08/10,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
140438,"Einmal Rupert und zurück (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,"Adams, Douglas",,"=""3453082303""","=""9783453082304""",1,3.95,Heyne,Paperback,284,1995,1992,,2012/08/02,"book, vor-2012","book (#133), vor-2012 (#64)",read,,,,1,,,0,,,,,
286044,Der elektrische Mönch (Dirk Gently #1),Douglas Adams,"Adams, Douglas",Benjamin Schwarz,"=""3453199081""","=""9783453199088""",3,3.96,Heyne Verlag,Paperback,283,2001,1987,,2012/08/02,"book, vor-2012","book (#132), vor-2012 (#63)",read,,,,1,,,0,,,,,
140434,"Der lange dunkle Fünfuhrtee der Seele (Dirk Gently, #2)",Douglas Adams,"Adams, Douglas",Benjamin Schwarz,"=""3453210727""","=""9783453210721""",3,4.02,Wilhelm Heyne Verlag,Paperback,283,2002,1988,,2012/08/02,"book, vor-2012","book (#131), vor-2012 (#62)",read,,,,1,,,0,,,,,
377200,Lachs im Zweifel. Zum letzten Mal per Anhalter durch die Galaxis,Douglas Adams,"Adams, Douglas",Benjamin Schwarz,"=""3453868641""","=""9783453868649""",2,3.91,Heyne,Hardcover,319,2003,2002,,2012/08/02,"vor-2012, book","vor-2012 (#61), book (#130)",read,,,,1,,,0,,,,,
142293,"Harry Potter und der Stein der Weisen (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Klaus Fritz,"=""""","=""""",2,4.47,Carlsen Verlag,Hardcover,335,1998,1997,,2012/08/02,"book, erneut-gelesen, audiobook, vor-2012, 2016","book (#128), erneut-gelesen (#4), audiobook (#32), vor-2012 (#59), 2016 (#28)",read,,,,1,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, ویدا اسلامیه","=""""","=""""",3,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,2017/01/15,2017/01/08,"2017, audiobook, book, erneut-gelesen","2017 (#10), audiobook (#12), book (#24), erneut-gelesen (#3)",read,Beim zweiten Mal und auf englisch besser als beim ersten Mal. Freue mich auf die folgenden Teile,,,1,,,0,,,,,
8013736,"Geld Und Boerse Oder Die Kunst, Ein Vermoegen Zu Machen",André Kostolany,"Kostolany, André",,"=""3548354815""","=""9783548354811""",4,3.78,Ullstein-Taschenbuch-Verlag,Hardcover,0,,,,2012/08/02,"book, vor-2012","book (#126), vor-2012 (#57)",read,,,,1,,,0,,,,,
6037073,Beziehungswaise,Michel Birbæk,"Birbæk, Michel",,"=""3404159632""","=""9783404159635""",4,3.54,Bastei Lübbe,Paperback,495,2009,2007,,2012/08/02,"book, vor-2012","book (#123), vor-2012 (#54)",read,,,,1,,,0,,,,,
8015664,Die Beste zum Schluss,Michel Birbæk,"Birbæk, Michel",,"=""3785723970""","=""9783785723975""",5,3.84,Lübbe,Hardcover,349,2010,2010,2013/11/20,2012/08/02,"vor-2012, book, 2013","vor-2012 (#53), book (#122), 2013 (#12)",read,"besser als Nele und Paul, freue mich schon auf das nächste Buch von ihm.",,,1,,,0,,,,,
7204384,Nele & Paul,Michel Birbæk,"Birbæk, Michel",,"=""3404164334""","=""9783404164332""",4,3.70,Bastei Lübbe,Paperback,397,2010,2009,,2012/08/02,"vor-2012, book","vor-2012 (#52), book (#121)",read,,,,1,,,0,,,,,
6037071,"Frauengeschichten: Wer Suchet, Der Findet ...   ... Wer Das Behauptet, War Noch Nie Single In Einer Grossstadt",Michel Birbæk,"Birbæk, Michel",,"=""3785737890""","=""9783785737897""",1,3.67,Lübbe,Audiobook,,2008,2008,2015/02/18,2012/08/02,"2015, audiobook","2015 (#23), audiobook (#31)",read,"Habe die gekürzte Audiobook Version gehört, die es zum Glück bei spotify kostenlos gibt. Und ich bin so froh das ich dafür kein Geld ausgegeben habe und es eine gekürzte Version war. Der Sprecher hat eine nervige Stimme. Aber viel schlimmer sind die Geschichten. Kenn ich von Michel Birbæk garnicht. Unlustig und frustriert passt als Beschreibung ab besten. Kann ich wirklich niemandem empfehlen.",,,1,nobody,,0,,,,,
1491278,Wandelgermanen : Hartmut und ich stehen im Wald,Oliver Uschmann,"Uschmann, Oliver",,"=""3502110514""","=""9783502110514""",1,3.46,Scherz,Paperback,380,2007,2007,,2012/08/02,"book, vor-2012","book (#120), vor-2012 (#51)",read,,,,1,,,0,,,,,
7114531,Das Gegenteil von oben,Oliver Uschmann,"Uschmann, Oliver",Marion Perko,"=""3839001005""","=""9783839001004""",4,3.60,Script 5,,334,2009,2009,,2012/08/02,"vor-2012, book","vor-2012 (#50), book (#119)",read,,,,1,,,0,,,,,
1883031,"Es ist so einsam im Sattel, seit das Pferd tot ist",Selim Özdogan,"Özdogan, Selim",,"=""3746611571""","=""9783746611570""",3,3.79,Aufbau-Taschenbuch-Verlag,Paperback,171,1999,1995,2014/09/15,2012/08/02,"book, vor-2012","book (#118), vor-2012 (#48)",read,"habe es nach mehr als zehn Jahren zum zweiten Mal gelesen. In der Zwischenzeit ging es durch den halben Freundeskreis. Konnte mich an den Inhalt nicht mehr erinnern und war beim erneuten lesen überrascht, dass ich es so positiv in Erinnerung hatte. ",,,1,,,0,,,,,
1883032,Mehr,Selim Özdogan,"Özdogan, Selim",,"=""3746617219""","=""9783746617213""",5,4.03,Aufbau-Taschenbuch-Verlag,Paperback,244,2003,199,,2012/08/02,"book, vor-2012","book (#116), vor-2012 (#46)",read,,,,1,,,0,,,,,
5983390,Im Juli,Selim Özdogan,"Özdogan, Selim",,"=""3203752603""","=""9783203752600""",5,3.66,Europa,Hardcover,187,2000,2000,,2012/08/02,"vor-2012, book","vor-2012 (#45), book (#115)",read,,,,1,,,0,,,,,
3942979,Ein gutes Leben ist die beste Rache,Selim Özdogan,"Özdogan, Selim",,"=""3746614791""","=""9783746614793""",4,3.94,Aufbau-Taschenbuch-Verlag,Paperback,160,2005,2003,,2012/08/02,"vor-2012, book","vor-2012 (#42), book (#112)",read,,,,1,,,0,,,,,
1883030,"Ein Spiel, das die Götter sich leisten",Selim Özdogan,"Özdogan, Selim",,"=""3351029438""","=""9783351029432""",3,3.64,Aufbau-Verlag,Hardcover,218,2002,2002,2012/09/23,2012/08/02,"book, 2012","book (#111), 2012 (#16)",read,"Hab das Buch seit Jahren und war von vielen anderen Selim Büchern begeistert. Trotzdem hab ich das Buch drei Mal angefangen und erst dieses Jahr beendet. Über lange Strecken kam es mir so vor, als ob ich das alles schon gelesen hab. Dass kann sein, kann aber auch an der Berechenbarkeit der Story liegen. Doch trotz Berechenbarkeit und Ficken hier, Möse da war das Buch gut. Bei weitem nicht so gut wie seine Kurzgeschichten aber um Klassen besser als die Tochter des Schmieds.",true,,1,,,0,,,,,
6123455,Nirgendwo & Hormone,Selim Özdogan,"Özdogan, Selim",,"=""3746614597""","=""9783746614595""",4,4.03,Aufbau Taschenbuch Verlag,Paperback,222,1999,1996,,2012/08/02,"book, vor-2012","book (#110), vor-2012 (#41)",read,,,,1,,,0,,,,,
154155,Programming Perl,Tom Christiansen,"Christiansen, Tom","Larry Wall, Jon Orwant","=""0596000278""","=""9780596000271""",3,4.05,O'Reilly Media,Paperback,1092,2000,1991,,2012/08/02,"book, vor-2012","book (#109), vor-2012 (#40)",read,,,,1,,,0,,,,,
209275,Perl Cookbook,Tom Christiansen,"Christiansen, Tom",Nathan Torkington,"=""0596003137""","=""9780596003135""",4,4.03,O'Reilly Media,Paperback,968,2003,1998,,2012/08/02,"vor-2012, book","vor-2012 (#38), book (#107)",read,,,,1,,,0,,,,,
205816,Hacking Exposed: Network Security Secrets & Solutions,Joel Scambray,"Scambray, Joel","Stuart McClure, George Kurtz","=""0072260815""","=""9780072260816""",1,3.79,McGraw-Hill/Osborne Media,Paperback,692,2005,2003,,2012/08/02,"vor-2012, book","vor-2012 (#37), book (#106)",read,,,,1,,,0,,,,,
6648674,Dissecting The Hack: The F0rb1dd3n Network,Jayson E. Street,"Street, Jayson E.","Kent Nabors, Dustin L. Fritz","=""159749478X""","=""9781597494786""",1,3.70,Syngress Publishing,Paperback,415,2009,2009,,2012/08/02,"vor-2012, book","vor-2012 (#36), book (#105)",read,,,,1,,,0,,,,,
1696047,"Zieh dich aus, du alte Hippe (Kommissar Schneider, #1)",Helge Schneider,"Schneider, Helge",,"=""3462023845""","=""9783462023848""",1,3.45,Kiepenheuer und Witsch ,Paperback,107,1994,1994,,2012/08/02,"book, vor-2012","book (#104), vor-2012 (#35)",read,,,,1,,,0,,,,,
1696051,Der Mörder mit der Strumpfhose: Kommissar Schneider wird zum Elch,Helge Schneider,"Schneider, Helge",,"=""3462025376""","=""9783462025378""",1,3.44,KIWI,Paperback,128,,1996,,2012/08/02,"book, vor-2012","book (#103), vor-2012 (#34)",read,,,,1,,,0,,,,,
1696049,"Das scharlachrote Kampfhuhn: Kommissar Schneiders letzter Fall (Kommissar Schneider, #2)",Helge Schneider,"Schneider, Helge",,"=""3462024728""","=""9783462024722""",1,3.51,Kiepenheuer und Witsch ,Paperback,114,1995,1995,,2012/08/02,"book, vor-2012","book (#102), vor-2012 (#33)",read,,,,1,,,0,,,,,
1696053,Der Scheich mit der Hundehaarallergie: Kommissar Schneider flippt extrem aus,Helge Schneider,"Schneider, Helge",,"=""346203006X""","=""9783462030068""",1,3.42,KiWi-Taschenbuch,Paperback,160,2001,2001,,2012/08/02,"vor-2012, book","vor-2012 (#32), book (#101)",read,,,,1,,,0,,,,,
1696041,Eiersalat. Eine Frau Geht Seinen Weg,Helga M. Schneider,"Schneider, Helga M.",Helge Schneider,"=""3462028154""","=""9783462028157""",2,3.48,Kiepenheuer & Witsch,Paperback,127,1999,1999,,2012/08/02,"vor-2012, book","vor-2012 (#31), book (#100)",read,,,,1,,,0,,,,,
1502761,"Das Licht der Phantasie (Scheibenwelt, #2)",Terry Pratchett,"Pratchett, Terry",Andreas Brandhorst,"=""3492285015""","=""9783492285018""",3,3.96,Piper,Paperback,286,2005,1986,,2012/08/02,"book, vor-2012","book (#99), vor-2012 (#30)",read,,,,1,,,0,,,,,
1237017,"Die Farben der Magie (Scheibenwelt, #1)",Terry Pratchett,"Pratchett, Terry",Andreas Brandhorst,"=""3492285104""","=""9783492285100""",3,3.98,Piper ,Paperback,270,2004,1983,,2012/08/02,"vor-2012, book","vor-2012 (#29), book (#98)",read,,,,1,,,0,,,,,
68366,"Leviathan (Illuminatus, #3)",Robert Shea,"Shea, Robert",Robert Anton Wilson,"=""3499222736""","=""9783499222733""",1,4.16,,Paperback,333,,1975,,2012/08/02,"to-read, book","to-read (#232), book (#97)",to-read,,,,1,,,0,,,,,
68364,"Der goldene Apfel (Illuminatus, #2)",Robert Shea,"Shea, Robert",Robert Anton Wilson,"=""3499222728""","=""9783499222726""",1,4.19,Rowohlt Tb.,Paperback,319,1997,1975,,2012/08/02,"to-read, book","to-read (#231), book (#96)",to-read,,,,1,,,0,,,,,
1066496,"Das Auge in der Pyramide (Illuminatus, #1)",Robert Shea,"Shea, Robert","Robert Anton Wilson, Udo Breger","=""349922271X""","=""9783499222719""",1,3.85,Rowohlt Taschenbuch Verlag,Hardcover,398,1997,1975,,2012/08/02,"vor-2012, book","vor-2012 (#28), book (#95)",read,,,,1,,,0,,,,,
3317240,Gestatten: Elite,Julia Friedrichs,"Friedrichs, Julia",,"=""345550051X""","=""9783455500516""",3,3.63,Hoffmann und Campe Verlag,Hardcover,254,2008,2008,,2012/08/05,"2012, book","2012 (#15), book (#93)",read,,,,1,,,0,,,,,
14692831,Kapitalismus: Historische Annäherungen,Gunilla-Friederike Budde,"Budde, Gunilla-Friederike",,"=""3525301316""","=""9783525301319""",3,3.00,Vandehoeck & Rupprecht,Paperback,191,2011,2011,2012/08/23,2012/08/05,"2012, book","2012 (#14), book (#92)",read,"Viele interessante kleine Essays zum Thema Kapitalismus, nur die Texte über Weber und den Islam, sowie den englischen Text sagten mir nicht so gut. Dafür waren die Texte über die familiäre Einbindung, sowie Sozialkompetenz sehr gut.",,,1,,,0,,,,,
10110959,Status-Spiele,Tom Schmitt,"Schmitt, Tom",Michael Esser,"=""3502151520""","=""9783502151524""",2,3.32,FISCHER Scherz,Hardcover,240,2009,2009,,2012/08/10,"2012, book","2012 (#11), book (#89)",read,,,,1,,,0,,,,,
68811,Momo,Michael Ende,"Ende, Michael",,"=""3522168577""","=""9783522168571""",3,4.33,Thienemann,Paperback,304,1999,1973,2013/01/16,2012/08/10,"book, 2013","book (#88), 2013 (#11)",read,"Für Kinder wirklich eine tolle Sprache, als Erwachsener ganz okay, mal was zum schmunzeln, mehr aber auch nicht unbedingt.",,,1,,,0,,,,,
14641607,"Geld, Kredit Und Banken: Eine Einfuhrung",Horst Gischer,"Gischer, Horst","Bernhard Herz, Lukas Menkhoff","=""3642232566""","=""9783642232565""",4,4.00,Springer,Paperback,452,2011,2003,2012/08/23,2012/08/10,"2012, book","2012 (#10), book (#87)",read,"read it for study, liked it becuase it gaves me the needed informations",,,1,,,0,,,,,
1210189,Handbuch des Kriegers des Lichts,Paulo Coelho,"Coelho, Paulo",Maralde Meyer-Minnemann,"=""325723354X""","=""9783257233544""",3,3.69,Diogenes,Paperback,151,2006,1997,,2012/08/11,"vor-2012, book","vor-2012 (#26), book (#86)",read,,,,1,,,0,,,,,
1210188,Elf Minuten,Paulo Coelho,"Coelho, Paulo",Maralde Meyer-Minnemann,"=""3257234449""","=""9783257234442""",1,3.70,Diogenes,Paperback,284,2006,2003,,2012/08/11,"book, vor-2012","book (#84), vor-2012 (#24)",read,,,,1,,,0,,,,,
1210199,Der Dämon und Fräulein Prym,Paulo Coelho,"Coelho, Paulo",Maralde Meyer-Minnemann,"=""3257233884""","=""9783257233889""",3,3.61,Diogenes,Paperback,199,2003,2000,,2012/08/11,"vor-2012, book","vor-2012 (#23), book (#83)",read,,,,1,,,0,,,,,
1486506,Blackbox. Unerwartete Systemfehler,Benjamin von Stuckrad-Barre,"Stuckrad-Barre, Benjamin von",,"=""3462029576""","=""9783462029574""",3,3.01,Kiepenheuer & Witsch,Paperback,348,2000,2000,,2012/08/15,"vor-2012, book","vor-2012 (#21), book (#81)",read,,,,1,,,0,,,,,
1477647,Die Welt ist nicht immer Freitag,Horst Evers,"Evers, Horst",,"=""3499242516""","=""9783499242519""",4,3.97,Rowohlt Taschenbuch Verlag,Paperback,144,2006,2002,2012/06/15,2012/08/15,"book, 2012","book (#80), 2012 (#9)",read,,,,1,,,0,,,,,
10326056,Für Eile fehlt mir die Zeit,Horst Evers,"Evers, Horst",,"=""3871346829""","=""9783871346828""",5,3.86,Rowohlt,Hardcover,224,2011,2011,2011/10/08,2012/08/15,"vor-2012, book","vor-2012 (#20), book (#79)",read,,,,1,,,0,,,,,
12433201,Das Pinguin Prinzip: Wie Veränderung zum Erfolg führt,John P. Kotter,"Kotter, John P.","Holger Rathgeber, Harald Stadler","=""3426275724""","=""9783426275726""",2,3.76,Droemer,,160,2011,2005,,2012/08/15,"book, vor-2012","book (#77), vor-2012 (#18)",read,,,,1,,,0,,,,,
4840124,Toreros Sind So: Roman,Michael Eichhammer,"Eichhammer, Michael",,"=""3492262171""","=""9783492262170""",4,2.62,Piper,,222,2007,2007,,2012/08/15,"book, vor-2012","book (#76), vor-2012 (#17)",read,,,,1,,,0,,,,,
2835260,Idiotentest,Tom Liehr,"Liehr, Tom",,"=""3746621836""","=""9783746621838""",4,3.97,Aufbau,Paperback,,2005,2010,,2012/08/15,"book, vor-2012","book (#75), vor-2012 (#16)",read,,,,1,,,0,,,,,
6201760,Geisterfahrer,Tom Liehr,"Liehr, Tom",,"=""3746623820""","=""9783746623825""",3,3.88,Aufbau,Paperback,,2008,2008,2012/09/01,2012/08/15,"book, vor-2012","book (#74), vor-2012 (#15)",read,"Das buch erzählt die Geschichte von Tim, der nach dem Tod seiner Eltern bei Pflegeeltern auswächst. Erst in Hannover und ab der weiterführenden Schule in Berlin West. Während dieser lernt er Kuhle kennen und legt mit Ihm das erste mal auf. Nach der Schule wird er durch Melanie seine erste große Liebe enttäuscht und zum Puffbesucher. Jenny, eine der Nutten, verliebt sich in ihn. Was ihn dazu veranlasst zu flüchten. Auf Tour schiebt ihm Gisela ein Kind unter, das in Wirklichkeit von ihrem Bruder ist. Dies erfährt er erst nach 17 Jahren. Danach kommt er aus der Kleinstadt in Niedersachsen nach Berlin zurück, wo das Buch letztlich endet.",true,,1,,,0,,,,,
5838675,Stellungswechsel,Tom Liehr,"Liehr, Tom",,"=""3746623871""","=""9783746623870""",4,3.56,Aufbau-Taschenbuch,Paperback,223,2007,2007,,2012/08/15,"book, vor-2012","book (#73), vor-2012 (#14)",read,,,,1,,,0,,,,,
131685,Warum Männer nicht zuhören und Frauen schlecht einparken,Allan Pease,"Pease, Allan",Barbara Pease,"=""3548359698""","=""9783548359694""",1,3.75,Ullstein Tb,Paperback,397,2000,1998,,2012/08/15,"book, vor-2012","book (#72), vor-2012 (#13)",read,,,,1,,,0,,,,,
1491152,Hectors Reise oder die Suche nach dem Glück (Hector #1),François Lelord,"Lelord, François",,"=""3492248284""","=""9783492248280""",3,3.48,Piper,Paperback,192,2006,2002,,2012/08/15,"vor-2012, book","vor-2012 (#12), book (#71)",read,,,,1,,,0,,,,,
13507980,Uni-Angst und Uni-Bluff heute,Wolf Wagner,"Wagner, Wolf",,"=""""","=""9783867890199""",3,3.00,Rotbuch Verlag,Paperback,173,,,2011/02/01,2012/08/15,"vor-2012, book","vor-2012 (#11), book (#70)",read,,,,1,,,0,,,,,
329743,Das Kartengeheimnis,Jostein Gaarder,"Gaarder, Jostein",,"=""3423125004""","=""9783423125000""",3,4.18,Deutscher Taschenbuch Verlag,Paperback,338,1999,1990,,2012/08/15,"vor-2012, book","vor-2012 (#9), book (#68)",read,,,,1,,,0,,,,,
1694886,Fish! : ein ungewöhnliches Motivationsbuch,Stephen C. Lundin,"Lundin, Stephen C.","Harry Paul, John Christensen","=""3442163757""","=""9783442163755""",2,3.93,,,,,1996,2007/11/07,2012/08/15,"vor-2012, book","vor-2012 (#8), book (#67)",read,,,,1,,,0,,,,,
740740,Mein langer Lauf zu mir selbst,Joschka Fischer,"Fischer, Joschka",,"=""3462027948""","=""9783462027945""",4,3.47,,,175,,,,2012/08/15,"book, 2012","book (#66), 2012 (#8)",read,,,,1,,,0,,,,,
8025568,Der Drache in meiner Garage oder die Kunst der Wissenschaft Unsinn zu entlarven,Carl Sagan,"Sagan, Carl",,"=""3426269120""","=""9783426269121""",1,4.26,Droemer Knaur,,519,1997,1996,2012/09/05,2012/09/02,"2012, book","2012 (#5), book (#63)",read,,,,1,,,0,,,,,
4699575,"Daemon (Daemon, #1)",Daniel Suarez,"Suarez, Daniel",,"=""0525951113""","=""9780525951117""",3,4.15,Dutton Books,Hardcover,432,2009,2006,2012/12/30,2012/09/21,"2012, book","2012 (#4), book (#62)",read,,,,1,,,0,,,,,
1219050,"Der Dativ ist dem Genitiv sein Tod: Noch mehr Neues aus dem Irrgarten der deutschen Sprache (Der Dativ ist dem Genitiv sein Tod, #3)",Bastian Sick,"Sick, Bastian",,"=""3462037420""","=""9783462037425""",3,3.74,Kiepenheuer & Witsch,Paperback,261,2006,2006,2007/01/17,2012/10/11,"vor-2012, book","vor-2012 (#6), book (#59)",read,,,,1,,,0,,,,,
1219051,"Der Dativ ist dem Genitiv sein Tod: Neues aus dem Irrgarten der deutschen Sprache (Der Dativ ist dem Genitiv sein Tod, #2)",Bastian Sick,"Sick, Bastian",,"=""3462036068""","=""9783462036060""",3,3.65,Kiepenheuer & Witsch,Paperback,267,2005,2009,2006/09/29,2012/10/11,"book, vor-2012","book (#60), vor-2012 (#7)",read,,,,1,,,0,,,,,
1741546,Die Kunst über Geld nachzudenken,André Kostolany,"Kostolany, André",,"=""3548700462""","=""9783548700465""",3,4.19,,,,,2015,2012/10/31,2012/10/30,"2012, book","2012 (#2), book (#57)",read,ich mag Kostas Bücher aber leider wurden in dem Buch viele Geschichten wiederholt.,,,1,,,0,,,,,
16122106,Grundlagen der Makroökonomie,Jürgen Kromphardt,"Kromphardt, Jürgen",,"=""3800633094""","=""9783800633098""",3,3.00,Vahlen,Paperback,239,2006,2006,2012/12/12,2012/11/01,"2012, book","2012 (#1), book (#56)",read,"Komprimiert aber gut, für VWLer zu empfehlen für mich als BWLer teilweise hilfreich",,,1,,,0,,,,,
2344802,Die Perfekte Masche,Neil Strauss,"Strauss, Neil",,"=""347178828X""","=""9783471788288""",3,3.73,,,,,2005,2013/03/31,2013/04/03,"book, 2013","book (#55), 2013 (#10)",read,"Guter Anfang und Überblick über die Szene, gegen Ende aber arg langatmig und sehr nebensächlich. Als Einstieg vielleicht noch geeignet, darüber hinaus sicherlich eher Zeitverschwendung. Themen werden nur sehr grob angeschnitten.",,,1,,,0,,,,,
17729359,Nachts sind alle Katzen blau: Feiern für Fortgeschrittene,Nana Heymann,"Heymann, Nana",Sebastian Leber,"=""3442157331""","=""9783442157334""",4,4.00,Goldmann Verlag,Paperback,320,2013,2013,2013/04/07,2013/04/03,"2013, book","2013 (#9), book (#54)",read,"Am Anfang nur belächelt war es ab der Mitte einfach nur sehr unterhaltsam.<br/>Einige weiß man und anderes darf man nicht zu ernst nehmen, aber es gab auch einiges neues zu lernen.",,,1,,,0,,,,,
9560746,Ein Glas Blut,Selim Özdogan,"Özdogan, Selim",,"=""394163903X""","=""9783941639034""",1,3.60,Asphalt & Anders,Hardcover,174,2010,2010,2013/06/14,2013/06/17,"2013, book","2013 (#8), book (#53)",read,,,,1,,,0,,,,,
18279398,Tourtagebuch,Selim Özdogan,"Özdogan, Selim",,"=""3936054053""","=""9783936054057""",3,3.50,Kartaus,Paperback,188,2006,2006,2013/07/30,2013/08/03,"book, 2013","book (#51), 2013 (#6)",read,Schönes Einblick in den Touralltag eines Autors.,,,1,,,0,,,,,
10452269,"Das Känguru-Manifest (Die Känguru-Chroniken, #2)",Marc-Uwe Kling,"Kling, Marc-Uwe",,"=""3548373836""","=""9783548373836""",5,4.48,Ullstein,Paperback,302,2011,2011,2013/09/09,2013/09/15,"2013, audiobook","2013 (#4), audiobook (#29)",read,,,,1,,,0,,,,,
18005647,"Die Känguru-Offenbarung (Die Känguru-Chroniken, #3)",Marc-Uwe Kling,"Kling, Marc-Uwe",,"=""""","=""""",4,4.31,Hörbuch Hamburg,Audiobook,8,2014,2014,2014/04/02,2013/09/15,"2013, audiobook","2013 (#3), audiobook (#28)",read,"ein schöner Abschluss der Reihe, wobei mir Teil zwei noch am besten gefallen hat.",,,1,,,0,,,,,
7428537,"Gefährliche Liebe (Die Tribute von Panem, #2)",Suzanne Collins,"Collins, Suzanne","Sylke Hachmeister, Peter Klöss","=""""","=""""",3,4.30,Oetinger,Hardcover,432,2010,2009,2014/02/02,2013/11/21,"book, 2014","book (#47), 2014 (#10)",read,,,,1,,,0,,,,,
8722062,"Flammender Zorn (Die Tribute von Panem, #3)",Suzanne Collins,"Collins, Suzanne","Hanna Hörl, Sylke Hachmeister, Peter Klöss","=""""","=""""",2,4.05,Oetinger,Hardcover,432,2011,2010,2014/04/03,2013/11/21,"book, 2014","book (#46), 2014 (#9)",read,,,,1,,,0,,,,,
18756538,Weniger schlecht programmieren,Kathrin Passig,"Passig, Kathrin",Johannes Jander,"=""3897215675""","=""9783897215672""",2,3.97,O'Reilly Verlag,Paperback,456,2013,2013,2015/08/11,2015/08/05,"2015, book","2015 (#8), book (#45)",read,"Das zweite Buch von Kathrin Passig, welches ich eher überflogen habe. Hatte mir wie auch schon bei verirren einfach was anderes erwartet. Das Buch ist für Berufsprogrammierer sicherlich eine Bereicherung aber für mich als Hobby-Coder zwei Schritte zu Fachmännisch.",,,1,,,0,,,,,
