Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
57999296,Das Perfekte Geschenk: Zur Psychologie Des Schenkens,Bernd Stauss,"Stauss, Bernd",,"=""3662636190""","=""9783662636190""",0,0.0,Springer,Paperback,,2021,,,2021/12/19,to-read,to-read (#996),to-read,,,,0,,,0,,,,,
22708486,Wieso Frauen immer Sex wollen und Männer immer Kopfschmerzen haben: Die populärsten Irrtümer über Beziehungen und Liebe,Christian Thiel,"Thiel, Christian",,"=""""","=""""",0,3.08,Südwest Verlag,Kindle Edition,225,2014,2014,,2021/12/17,"currently-reading, audible, audiobook, 2021","currently-reading (#9), audible (#100), audiobook (#201), 2021 (#71)",currently-reading,,,,1,,,0,,,,,
85697,The Art of Possibility,Rosamund Stone Zander,"Zander, Rosamund Stone",Benjamin Zander,"=""0142001104""","=""9780142001103""",0,3.93,Penguin,Paperback,210,2006,2000,,2021/12/15,"to-read, projekt","to-read (#995), projekt (#18)",to-read,,,,0,,,0,,,,,
1319,The War of Art: Winning the Inner Creative Battle,Steven Pressfield,"Pressfield, Steven",Robert McKee,"=""0446691437""","=""9780446691437""",0,3.98,Warner Books,Paperback,168,2003,2002,,2021/12/15,"to-read, projekt","to-read (#994), projekt (#17)",to-read,,,,0,,,0,,,,,
254799,The Creative Habit: Learn It and Use It for Life,Twyla Tharp,"Tharp, Twyla",,"=""0743235274""","=""9780743235273""",0,4.04,Simon  Schuster,Paperback,247,2006,2003,,2021/12/15,"to-read, projekt","to-read (#993), projekt (#16)",to-read,,,,0,,,0,,,,,
5949,The Conversations: Walter Murch and the Art of Editing Film,Michael Ondaatje,"Ondaatje, Michael",,"=""0375709827""","=""9780375709821""",0,4.34,Knopf Publishing Group,Paperback,339,2002,2002,,2021/12/15,"to-read, projekt","to-read (#992), projekt (#15)",to-read,,,,0,,,0,,,,,
3138706,Producing Great Sound for Film and Video,Jay Rose,"Rose, Jay",,"=""024080970X""","=""9780240809700""",0,3.84,Focal Press,Paperback,462,2008,1999,,2021/12/15,"to-read, projekt","to-read (#991), projekt (#14)",to-read,,,,0,,,0,,,,,
12517,On Directing Film,David Mamet,"Mamet, David",,"=""0140127224""","=""9780140127225""",0,3.84,Penguin Books,Paperback,107,1992,1991,,2021/12/15,"to-read, projekt","to-read (#990), projekt (#13)",to-read,,,,0,,,0,,,,,
1879930,The Annotated Godfather,Jenny M. Jones,"Jones, Jenny M.",,"=""1579127398""","=""9781579127398""",0,4.51,Black Dog & Leventhal,Hardcover,262,2007,2007,,2021/12/15,"projekt, to-read","projekt (#12), to-read (#989)",to-read,,,,0,,,0,,,,,
7963,Characters and Viewpoint (Elements of Fiction Writing),Orson Scott Card,"Card, Orson Scott",,"=""""","=""9780898799279""",0,4.03,Writer's Digest Books,Paperback,182,1999,1988,,2021/12/15,"to-read, projekt","to-read (#988), projekt (#11)",to-read,,,,0,,,0,,,,,
74203,Three Uses of the Knife: On the Nature and Purpose of Drama,David Mamet,"Mamet, David",,"=""037570423X""","=""9780375704239""",0,3.89,Vintage,Paperback,96,2000,1991,,2021/12/15,"to-read, projekt","to-read (#987), projekt (#10)",to-read,,,,0,,,0,,,,,
896797,Secrets of Film Writing,Tom Lazarus,"Lazarus, Tom",,"=""0312269080""","=""9780312269081""",0,3.38,St. Martin's Griffin,Paperback,256,2001,2001,,2021/12/15,"to-read, projekt","to-read (#986), projekt (#9)",to-read,,,,0,,,0,,,,,
48654,"Story: Substance, Structure, Style, and the Principles of Screenwriting",Robert McKee,"McKee, Robert",,"=""0060391685""","=""9780060391683""",0,4.27,It Books,Hardcover,466,1997,1997,,2021/12/15,"to-read, projekt","to-read (#985), projekt (#8)",to-read,,,,0,,,0,,,,,
54304221,How to Not Die Alone: The Surprising Science That Will Help You Find Love,Logan Ury,"Ury, Logan",,"=""1982120622""","=""9781982120627""",0,4.12,Simon  Schuster,Hardcover,352,2021,2021,,2021/12/15,"currently-reading, 2021, audible, audiobook, english","currently-reading (#8), 2021 (#70), audible (#99), audiobook (#200), english (#51)",currently-reading,,,,1,,,0,,,,,
11315591,How to Shoot Video That Doesn't Suck: Advice to Make Any Amateur Look Like a Pro,Steve Stockman,"Stockman, Steve",,"=""0761163239""","=""9780761163237""",4,4.19,Workman Publishing Company,Paperback,256,2011,2011,2021/12/15,2021/11/20,"2021, audible, audiobook, english, auf-wiedervorlage","2021 (#67), audible (#98), audiobook (#197), english (#50), auf-wiedervorlage (#22)",read,Sehr hilfreich und dabei weder zu detailiert noch zu kurz gehalten.,,,1,,,0,,,,,
50786465,Vom Sinn unseres Lebens: Und andere Missverständnisse zwischen Ost und West,Michael Nast,"Nast, Michael",,"=""""","=""""",3,3.88,Edel Books - Ein Verlag der Edel Germany GmbH,Kindle Edition,208,2019,,2021/12/02,2021/09/22,"2021, audiobook","2021 (#64), audiobook (#195)",read,"Unterhaltsam wenn auch wenig neues, schade dass der Autor die Hörbuchfassung nicht selber liest.",,,1,,,0,,,,,
55876758,Alle sind so ernst geworden,Martin Suter,"Suter, Martin",Benjamin von Stuckrad-Barre,"=""""","=""9783257071542""",1,3.22,Diogenes,Hardcover,272,2020,2020,2021/12/01,2020/12/10,"wunschliste, 2021, audiobook, abgebrochen","wunschliste (#20), 2021 (#69), audiobook (#199), abgebrochen (#26)",read,"Man nehme zwei großartige Autoren sowie mit Linda Zervakis und Caren Miosga zwei erstklassige Nachrichtensprecherinnen als Leserinnen des Hörbuchs und erhält absolut nichts von Belang. <br/>Mir fiel es schwer diesem Labern über absolute Nichtigkeiten zuzuhören und dabei auch noch zu behalten, wer nun wen spricht.",,,1,,,0,,,,,
50243375,"Ich bin Linus: Wie ich der Mann wurde, der ich schon immer war",Linus Giese,"Giese, Linus",,"=""3499003120""","=""9783499003127""",3,4.26,Rowohlt,Paperback,224,2020,2020,2021/12/01,2021/11/28,"2021, audiobook","2021 (#68), audiobook (#198)",read,Hilfreiche Sicht auf die Herausforderungen eines trans Manns.,,,1,,,0,,,,,
50752763,Essential Ottolenghi: A Collection,Yotam Ottolenghi,"Ottolenghi, Yotam",,"=""1984858335""","=""9781984858337""",0,4.61,Ten Speed Press,Paperback,672,2019,,,2020/04/12,"to-read, cooking","to-read (#710), cooking (#21)",to-read,,,,0,,,0,,,,,
121606,A Door Into Ocean,Joan Slonczewski,"Slonczewski, Joan",,"=""0312876521""","=""9780312876524""",0,3.98,Orb Books,Paperback,403,2000,1986,,2021/11/17,to-read,to-read (#984),to-read,,,,0,,,0,,,,,
604029,A Prologue to Love,Taylor Caldwell,"Caldwell, Taylor",,"=""0002216345""","=""9780002216340""",0,4.18,Doubleday,Hardcover,640,1961,1961,,2021/11/17,to-read,to-read (#983),to-read,,,,0,,,0,,,,,
15785636,Der Mondtrinker,Göran Tunström,"Tunström, Göran",Hans-Joachim Maass,"=""3423128712""","=""9783423128711""",0,3.72,Deutscher Taschenbuch Verlag,Paperback,262,2001,1996,,2021/11/17,to-read,to-read (#982),to-read,,,,0,,,0,,,,,
58831722,Bock: Männer und Sex,Katja Lewina,"Lewina, Katja",,"=""""","=""""",3,3.71,,Kindle Edition,,2021,,2021/11/17,2021/11/15,"2021, audible, audiobook","2021 (#66), audible (#97), audiobook (#196)",read,"Vom Podcast Intimbereich angeteased, als Hörbuch gut, als Buch vermutlich zu trocken",,,1,,,0,,,,,
39294069,How to Talk to Girls Simplified: 3 Steps How to Have Her at Hello and Attract Women Through Honesty,German Muhlenberg,"Muhlenberg, German",,"=""""","=""""",0,3.69,,Kindle Edition,85,2018,,,2021/11/12,"currently-reading, 2021, ebook, english","currently-reading (#7), 2021 (#65), ebook (#13), english (#49)",currently-reading,,,,1,,,0,,,,,
56952396,Generation Beziehungsunfähig. Die Lösungen,Michael Nast,"Nast, Michael",,"=""""","=""""",5,3.22,,Kindle Edition,,2021,,2021/11/11,2021/09/22,"2021, audible, audiobook, favorites, auf-wiedervorlage","2021 (#62), audible (#96), audiobook (#194), favorites (#60), auf-wiedervorlage (#21)",read,"Holy cow war das unterhaltsam. Klar ist vieles bekannt, doch selbst eine Auffrischung ist dank Nasts Geschichten jede Silbe wert.",,,1,,,0,,,,,
58060479,"123 geniale Mikroabenteuer in Deutschland, die man erlebt haben muss!: Die besten Ideen und Abenteuer für unvergessliche Momente - Gönnen Sie sich eine ... und Langeweile",Andrew Bramstone,"Bramstone, Andrew",Empire of Books,"=""""","=""""",0,0.0,,Kindle Edition,,2021,,,2021/11/10,"currently-reading, 2021, ebook","currently-reading (#6), 2021 (#63), ebook (#12)",currently-reading,,,,1,,,0,,,,,
28637,The Art of the Novel,Milan Kundera,"Kundera, Milan",Linda Asher,"=""0060093749""","=""9780060093747""",0,3.97,Harper Perennial Modern Classics,Paperback,176,2003,1986,,2021/11/02,to-read,to-read (#981),to-read,,,,0,,,0,,,,,
50605,Farewell Waltz,Milan Kundera,"Kundera, Milan",Aaron Asher,"=""0571194710""","=""9780571194711""",0,3.86,Faber and Faber,Paperback,288,1998,1972,,2021/11/02,to-read,to-read (#980),to-read,,,,0,,,0,,,,,
78728,Ignorance,Milan Kundera,"Kundera, Milan",Linda Asher,"=""0060002107""","=""9780060002107""",0,3.78,Harper Perennial,Paperback,195,2003,2000,,2021/11/02,to-read,to-read (#979),to-read,,,,0,,,0,,,,,
28635,Identity,Milan Kundera,"Kundera, Milan",Linda Asher,"=""0060930314""","=""9780060930318""",0,3.68,Harper Perennial,Paperback,176,1999,1997,,2021/11/02,to-read,to-read (#978),to-read,,,,0,,,0,,,,,
26097,Slowness,Milan Kundera,"Kundera, Milan",Linda Asher,"=""0060928417""","=""9780060928414""",0,3.64,Harper Perennial,Paperback,156,1997,1995,,2021/11/02,to-read,to-read (#977),to-read,,,,0,,,0,,,,,
44559,Life is Elsewhere,Milan Kundera,"Kundera, Milan",Aaron Asher,"=""0060997028""","=""9780060997021""",0,3.96,Harper Perennial,Paperback,432,2000,1969,,2021/11/02,to-read,to-read (#976),to-read,,,,0,,,0,,,,,
26101,Laughable Loves,Milan Kundera,"Kundera, Milan",Suzanne Rappaport,"=""0571206921""","=""9780571206926""",0,3.86,Faber & Faber,Paperback,287,2000,1970,,2021/11/02,to-read,to-read (#975),to-read,,,,0,,,0,,,,,
26114,The Joke,Milan Kundera,"Kundera, Milan",,"=""""","=""""",0,4.02,Faber and Faber,Paperback,371,1992,1967,,2021/11/02,to-read,to-read (#974),to-read,,,,0,,,0,,,,,
37645659,Reinventing Yourself,Steve Chandler,"Chandler, Steve",,"=""8129140039""","=""9788129140036""",0,4.07,Rupa Publications India,Paperback,222,2016,1998,,2020/01/07,to-read,to-read (#642),to-read,,,,0,,,0,,,,,
20570975,Ich und die Menschen,Matt Haig,"Haig, Matt",Sophie Zeitz,"=""3423260149""","=""9783423260145""",0,4.08,dtv,Paperback,347,2014,2013,,2021/10/28,"currently-reading, 2021, book","currently-reading (#5), 2021 (#61), book (#248)",currently-reading,,,,1,,,0,,,,,
24003282,Wer passt zu mir? Sie+Er = Herz: Das Geheimnis der erfolgreichen Partnerwahl,Christian Thiel,"Thiel, Christian",,"=""""","=""""",4,4.00,Humboldt,Kindle Edition,192,2012,2012,2021/10/24,2021/10/22,"2021, audiobook","2021 (#60), audiobook (#193)",read,,,,1,,,0,,,,,
24102736,Erweitern Sie Ihr Beuteschema: Warum immer mehr Frauen keinen Partner finden - und was sie dagegen tun können,Stefan Woinoff,"Woinoff, Stefan",,"=""""","=""""",0,5.00,Edel:eBooks,Kindle Edition,203,2014,2014,,2021/10/24,to-read,to-read (#973),to-read,,,,0,,,0,,,,,
23569311,Überlisten Sie Ihr Beuteschema,Stefan Woinoff,"Woinoff, Stefan",,"=""344239127X""","=""9783442391271""",0,4.00,Mosaik bei Goldmann,Paperback,240,2005,2005,,2021/10/24,to-read,to-read (#972),to-read,,,,0,,,0,,,,,
32148138,"Die Kunst, gute Gespräche zu führen: Kommunikation ist mehr als Sprache",Ulrike Bartholomäus,"Bartholomäus, Ulrike",Michel Streich,"=""""","=""""",0,2.62,Mosaik,Kindle Edition,305,2016,,,2021/10/23,to-read,to-read (#971),to-read,,,,0,,,0,,,,,
23247676,How To Flirt With Girls,Tom Torero,"Torero, Tom",,"=""""","=""""",1,3.65,,Kindle Edition,76,2014,2014,2021/10/21,2021/10/21,"2021, ebook, english","2021 (#58), ebook (#10), english (#48)",read,"Uff war das schwach. Und dabei hat der Autor schon den üblichen Mist weggelassen .Aber die wenigen Seiten dann einfach mit ""kessen"" Sprüchen gefüllt,wie meine Oma jetzt sagen würde.",,,1,,,0,,,,,
24120995,Flirten für Dummies,Elizabeth Clark,"Clark, Elizabeth",Oliver Fehn,"=""""","=""9783527710782""",0,3.56,Wiley-VCH,Kindle Edition,288,2014,2009,,2021/10/21,"2021, ebook, currently-reading","2021 (#59), ebook (#11), currently-reading (#4)",currently-reading,,,,1,,,0,,,,,
59424408,Flirttipps für schüchterne Männer,Florian Höper,"Höper, Florian",,"=""""","=""""",1,1.00,Entfalte Dein Potenzial.,Audiobook,,2020,,2021/10/21,2021/10/21,"2021, audiobook, abgebrochen","2021 (#57), audiobook (#192), abgebrochen (#25)",read,"Beim Eintragen des Buches ist mir aufgefallen, dass ich mir bereits ein anderes Buch vom Autor angetan habe. Gleiches Problem mit dem Hörbuch wie mit dem vorangegangenen Buch.<br/><br/>1.) Seht her ich als Autor bin der Größte (war aber mal so ein Dulli wie ihr)<br/>2.) Mit diesem Hörbuch erreicht ihr alles was ihr wollt. (aber kauft bitte auch meine Onlinekurse für die ich immer wieder Werbung hier mache)<br/>3.) Alle anderen Coaches haben es nicht drauf.<br/>4.) (Neu und super nervig) Kalendersprüche und Zitate irgendwelcher random Berühmtheiten zum Thema Arsch hoch bekommen und Motivation.<br/>...<br/><br/>Hier habe ich abgebrochen. Selbst mit 1,5 facher Geschwindigkeit schläft der Autor beim lesen fast ein.",,,1,,,0,,,,,
1718498,Der Weg Des Wahren Mannes,David Deida,"Deida, David",,"=""3899010892""","=""9783899010893""",0,4.01,,,220,,1997,,2021/10/21,"currently-reading, 2021, audiobook","currently-reading (#3), 2021 (#56), audiobook (#191)",currently-reading,,,,1,,,0,,,,,
79424,"The Way of the Superior Man: A Spiritual Guide to Mastering the Challenges of Women, Work, and Sexual Desire",David Deida,"Deida, David",,"=""1591792576""","=""9781591792574""",0,4.01,Sounds True,Paperback,202,2004,1997,,2021/10/20,"to-read, 2021, audiobook","to-read (#970), 2021 (#55), audiobook (#190)",to-read,,,,0,,,0,,,,,
38799788,Beastie Boys Book,Michael    Diamond,"Diamond, Michael","Adam  Horovitz, Ada Calhoun, Colson Whitehead, Luc Sante, Jonathan Lethem, Judit Tondora, Spike Jonze, Ian  Rogers, Roy Choi, Amy Poehler, Wes Anderson, André Leon Talley, Blake Lethem, Anita Sarko, Kate Schellenbach, Mix Master Mike, YoshimiO","=""0812995546""","=""9780812995541""",0,4.54,Random House,Hardcover,572,2018,2018,,2021/10/20,"to-read, book, music","to-read (#969), book (#247), music (#3)",to-read,,,,0,,,0,,,,,
34554523,Topf. 24 Jahre deutsche Hiphop-Geschichte,Jenny Bohn,"Bohn, Jenny",,"=""3956141318""","=""9783956141317""",5,4.80,Verlag Antje Kunstmann GmbH,Hardcover,272,2016,,2017/04/04,2017/03/13,"2017, book, favorites, music","2017 (#17), book (#139), favorites (#2), music (#2)",read,"Wow, intime Einblicke ins Leben des Topfs die viele Fans sicherlich so noch nicht kannten.",,,1,,,0,,,,,
55079823,Career Suicide: Meine ersten dreißig Jahre,Bill Kaulitz,"Kaulitz, Bill",,"=""""","=""9783550201394""",3,4.06,Ullstein,Hardcover,350,2021,,2021/10/20,2021/02/22,"2021, book, bio, music","2021 (#50), book (#246), bio (#1), music (#1)",read,"War nie ein Fan von Tokio Hotel und hatte einige Kolleginnen die regelrecht Hass auf ihn schoben. Gerade jetzt im Nachgang, selbst ohne das Buch, unvorstellbar. Aber es gibt ja auch zahlreiche Erwachsene die gegen Greta Thunberg haten.<br/><br/>Bill beschreibt seine ersten Kindheits-Erinnerungen ein wenig zu Bildreich für die jungen Jahre und seine sexuellen Erfahrungen (sollen so) wirken als gab es nichts anderes. <br/>Spannend wir das Buch ab dem Moment in dem sich die Band unter dem Namen Tokio Hotel firmiert. Schade dass nach der Einführung von Gustav und Georg beide nicht mehr vorkommen.<br/><br/>Letztlich darf man nicht vergessen, dass das Buch eine Autobiographie ist und daher die neutrale Sicht der Dinge schnell abhanden kommt. Trotzdem ein unterhaltsames Buch.",,,1,,,0,,,,,
54476898,"Die Kunst, berühmt zu werden: Genies der Selbstvermarktung von Albert Einstein bis Kim Kardashian",Rainer Dr. Zitelmann,"Zitelmann, Rainer Dr.",,"=""""","=""""",2,3.25,,Kindle Edition,,2020,,2021/10/20,2021/10/11,"2021, audiobook","2021 (#54), audiobook (#189)",read,"Das Buch hinterläßt gemischte Gefühle. Habe selber kein Streben nach Fame, hätte mir nach der Einführung bzw. dem Titel aber mehr versprochen. Im Grunde reicht das erste Kapitel welches die nachfolgenden gut zusammenfasst. Der Autor beginnt mit dem Satz ""... so habe ich in meinen vorherigen Büchern gezeigt wie man reich wird..."" Ja ne is klar. Wer einfach elf Biographien in Kurzform lesen mag, für den ist dieses Buch. Stören sollte man sich allerdings nicht an den häufigen Wiederholungen im immer gleichen Wortlaut. Viele der betrachteten Prominenten haben dies zu absichtliche Skandale erreicht. Ob dies auch zukünftig der Weg der Wahl sein sollte, wage ich zu bezweifeln.",,,1,,,0,,,,,
1075553,"Sommerhaus, Später: Erzählungen",Judith Hermann,"Hermann, Judith",,"=""3596223946""","=""9783596223947""",0,3.63,Fischer,Paperback,187,1999,1998,,2021/10/20,to-read,to-read (#968),to-read,,,,0,,,0,,,,,
53803202,"Gefolgt von niemandem, dem du folgst: Twitter-Tagebuch. 2009-2020",Jan Böhmermann,"Böhmermann, Jan",,"=""""","=""""",5,4.15,Kiepenheuer & Witsch,Hardcover,464,2020,,2021/10/11,2021/08/23,"2021, book","2021 (#43), book (#244)",read,Als Böhmermann Ultra ein Muss und eine hilfreiche Erinnerung an die Geschehnisse der letzten 11 Jahre.,,,1,,,0,,,,,
18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy    Wallace,"=""0812993012""","=""9780812993011""",4,4.19,Random House,Hardcover,368,2014,2009,2021/10/10,2021/05/31,"2021, audible, audiobook, english","2021 (#33), audible (#89), audiobook (#177), english (#44)",read,Irgendwo zwischen 3 und 4 Sterne. Hatte etwas völlig anderes erwartet und wurde nicht enttäuscht. Obwohl es ewig gedauert hat das Buch zu beenden. die Stimme des Hörbuchs klingt wie Joe Biden. :),,,1,,,0,,,,,
50280589,Offene See,Benjamin Myers,"Myers, Benjamin","Klaus Timmermann, Ulrike Wasel","=""3832181199""","=""9783832181192""",0,4.29,DuMont Buchverlag,Hardcover,268,2020,2019,,2021/10/04,"to-read, wunschliste","to-read (#967), wunschliste (#29)",to-read,,,,0,,,0,,,,,
34928861,"Flirt Like a Pro: How to Be an Irresistible Flirt, Create Intense Sexual Tension, and Make Women Go Weak at the Knees (Dating Advice for Men: How to Flirt and Attract Women)",Dominic Mann,"Mann, Dominic",,"=""""","=""""",2,3.88,,Kindle Edition,37,2017,,2021/10/04,2021/09/28,"2021, ebook, english","2021 (#51), ebook (#9), english (#47)",read,Was sich heute alles Buch schimpfen darf.,,,1,,,0,,,,,
58467718,99 Ideen zur Wiederbelebung der politischen Utopie: Das kommunistische Manifest,Martin Sonneborn,"Sonneborn, Martin",,"=""3462002147""","=""9783462002140""",5,3.86,Kiepenheuer & Witsch,Paperback,192,2021,,2021/10/03,2021/10/02,"2021, audiobook","2021 (#53), audiobook (#188)",read,Grandios,,,1,,,0,,,,,
57557177,Von der Pflicht: Eine Betrachtung,Richard David Precht,"Precht, Richard David",,"=""""","=""""",3,4.04,Goldmann ,Kindle Edition,177,2021,,2021/10/02,2021/10/02,"2021, audible, audiobook","2021 (#52), audible (#95), audiobook (#187)",read,"Der auf dem Cover abgebildete, rote Faden fehlt mir teilweise, bzw. Precht holt sehr weit aus. Hierbei sind sowohl seine Kritik an den Covidioten als auch sein Vorschlag zu zwei Pflichtjahren logisch und wünschenswert.",,,1,,,0,,,,,
57266102,"Hunger, Frust und Schokolade: Die Psychologie des Essens (Über die Bedeutung der Gefühle beim Essen - von der Essstörung bis zum Genießen)",Michael Macht,"Macht, Michael",,"=""""","=""""",2,3.25,,Kindle Edition,,2021,,2021/09/23,2021/09/22,"2021, audible, audiobook","2021 (#48), audible (#93), audiobook (#185)",read,Arg demotivierende Lektüre mit vielen Einzelfällen. Lösungsvorschläge am Ende sehr allgemein.,,,1,,,0,,,,,
58362860,Der Gender Dating Gap und die Liebe,Anne-Kathrin Gerstlauer,"Gerstlauer, Anne-Kathrin",,"=""""","=""""",1,3.96,Audible,,,2021,,2021/09/23,2021/09/23,"2021, audible, audiobook, abgebrochen","2021 (#49), audible (#94), audiobook (#186), abgebrochen (#24)",read,"Was für eine weinerliche, sexistische, oberflächliche Kacke. Widersprüche und unterschiedliche Masse am laufenden Band. Alles was Autor*innen wie z. B. Margarete Stokowski aufbauen wird hier mit dem Arsch wieder eingerissen. Abgebrochen da mir meine Zeit zu kostbar ist.",,,1,,,0,,,,,
34846438,"Cheap Movie Tricks: How To Shoot A Short Film For Under $2,000",Rickey Bird,"Bird, Rickey",,"=""""","=""""",3,3.55,Mango,Kindle Edition,288,2017,,2021/09/22,2021/09/08,"2021, audible, audiobook, english","2021 (#46), audible (#91), audiobook (#183), english (#46)",read,"Als grobe Übersicht ein guter Einstieg und ein gutes Gegenprogramm zu ""How Not to Make a Short Film: Secrets from a Sundance Programmer"" von Roberta Marie Munroe. Teilweise findet sich der Autor ein wenig zu geil und alles ist immer auf einfache Weise, günstig lösbar. Als Audiobuch ist die Tonqualität das größte Manko, klingt der Vorleser über weite Strecken doch blechern so etwas sollte selbst bei einer Low Budget Produktion nicht passieren. Gute Tipps waren für Beleuchtung die Firma Cowboy Studio sowie für Red Giant Pluraleyes für Audio/Video Sync.",,,1,,,0,,,,,
39979550,Die letzten Tage des Patriarchats,Margarete Stokowski,"Stokowski, Margarete",,"=""3498063634""","=""9783498063634""",4,4.37,Rowohlt,Hardcover,320,2018,2018,2021/09/21,2021/09/18,"2021, audiobook, audible","2021 (#47), audiobook (#184), audible (#92)",read,"Ein großartige Sammlung Margarete Stokowskis TAZ und spiegel.de Kolumnen. Ihren Überzeugungen stimme ich zu und mag ihre Art der Argumentation, befürchte dass diese in Argumenten außerhalb der Filterblase allerdings als whataboutism abgetan werden könnte.",,,1,,,0,,,,,
58055865,Gabo y Mercedes: Una despedida,Rodrigo García,"García, Rodrigo",Martha Cecilia Mesa Villanueva,"=""8439739141""","=""9788439739142""",0,4.40,Literatura Random House,Hardcover,112,2021,2021,,2021/06/01,"to-read, wunschliste","to-read (#944), wunschliste (#27)",to-read,,,,0,,,0,,,,,
19810222,The Book of Unusual Knowledge,Publications International,"International, Publications",,"=""1450845800""","=""9781450845809""",0,3.73,Publications International,Hardcover,704,2012,2012,,2021/03/07,"to-read, wunschliste","to-read (#914), wunschliste (#23)",to-read,,,,0,,,0,,,,,
54859038,Die große Fotoschule: Handbuch digitale Fotopraxis,Christian Heinrich Philipp Westphalen,"Westphalen, Christian Heinrich Philipp",,"=""3836271818""","=""9783836271813""",0,0.0,,Hardcover,,2019,,,2021/09/07,"currently-reading, 2021, book, ebook, projekt","currently-reading (#2), 2021 (#45), book (#245), ebook (#8), projekt (#7)",currently-reading,,,,1,,,0,,,,,
37859898,"Doing Valuable Time: The Present, the Future, and Meaningful Living",Cheshire Calhoun,"Calhoun, Cheshire",,"=""0190851864""","=""9780190851866""",0,4.00,Oxford University Press,Hardcover,200,2018,2018,,2021/09/05,to-read,to-read (#966),to-read,,,,0,,,0,,,,,
39880835,Die Wahrheit über das Lügen,Benedict Wells,"Wells, Benedict",,"=""3257070306""","=""9783257070309""",4,4.04,Diogenes,Hardcover,240,2018,2019,2021/09/04,2018/05/18,"2021, audiobook","2021 (#44), audiobook (#182)",read,Die Geschichte über George Lucas sowie die über die 100.000km mit dem Auto waren meine Favoriten,,,1,,,0,,,,,
6261300,How Not to Make a Short Film: Secrets from a Sundance Programmer,Roberta Marie Munroe,"Munroe, Roberta Marie",,"=""1401309542""","=""9781401309541""",3,3.74,Hachette Books,Paperback,288,2009,2009,2021/08/28,2021/08/21,"2021, audible, audiobook, english","2021 (#42), audible (#90), audiobook (#181), english (#45)",read,"Da ich selber nicht vor habe einen Kurzfilm zu erstellen, bin ich nicht das Zielpublikum des Buchs. Deshalb war es schwer für mich hier viel Erkenntnisse mitzunehmen. <br/>Key takeaway für mich war: <br/>- Mach nicht alles selber<br/>- Viele Ideen die innovativ klingen, wurden schon x-Mal umgesetzt",,,1,,,0,,,,,
52282943,"Tägliche, freundliche Erinnerung: und 76 Bausteine einer Sexualstrategie des Mannes im Abendglanz des Westens",Lodovico Satana,"Satana, Lodovico",,"=""""","=""9783739233598""",3,3.00,Books on Demand,Paperback,188,2019,,2021/09/04,2021/03/10,"2021, book, ebook","2021 (#30), book (#237), ebook (#7)",read,"unterhaltsam trotz sexistischer Kackscheisse, Mann sollte aber nicht alles für bare Münze nehmen",,,1,,,0,,,,,
42108650,No More Bullshit!: Das Handbuch gegen sexistische Stammtischweisheiten,Sorority e.V.,"e.V., Sorority",,"=""""","=""""",0,4.10,Verlag Kremayr & Scheriau,Kindle Edition,192,2018,,,2021/08/30,to-read,to-read (#965),to-read,,,,0,,,0,,,,,
15791143,Top Dog: The Science of Winning and Losing,Po Bronson,"Bronson, Po",Ashley Merryman,"=""1455515159""","=""9781455515158""",3,3.79,Twelve,Hardcover,352,2013,2013,2021/08/27,2017/11/12,"2021, audiobook, english","2021 (#28), audiobook (#175), english (#43)",read,,,,1,,,0,,,,,
44436572,Alte Sorten,Ewald Arenz,"Arenz, Ewald",,"=""3832183817""","=""9783832183813""",0,4.27,DuMont,Hardcover,256,2019,2019,,2021/08/23,to-read,to-read (#964),to-read,,,,0,,,0,,,,,
39964740,The Binding,Bridget Collins,"Collins, Bridget",,"=""0008272115""","=""9780008272111""",0,3.88,The Borough Press,Hardcover,437,2019,2019,,2021/08/23,to-read,to-read (#963),to-read,,,,0,,,0,,,,,
48842144,The Shadows,Alex North,"North, Alex",,"=""1250318033""","=""9781250318039""",0,3.74,Celadon Books,Hardcover,336,2020,2020,,2021/08/23,to-read,to-read (#962),to-read,,,,0,,,0,,,,,
44429051,Herkunft,Saša Stanišić,"Stanišić, Saša",Damion Searls,"=""""","=""9783630874739""",0,4.22,Luchterhand,Hardcover,365,2019,2019,,2021/08/23,to-read,to-read (#961),to-read,,,,0,,,0,,,,,
55886863,Hard Land,Benedict Wells,"Wells, Benedict",,"=""""","=""9783257071481""",0,4.36,,Hardcover,345,2021,,,2021/08/23,to-read,to-read (#960),to-read,,,,0,,,0,,,,,
